stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,56.98,0,0,1.2,1.07,0,3.36
3dpf,48.83,0,0,0,0,0,0
5dpf,1.72,1.14,15.43,0,4.56,0,0.7
10dpf,327.96,0,0,0,2.7,1.55,0
