stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,8.04,0,0.89,1.7,0.48
3dpf,0.29,0.68,0,0,0,0
5dpf,0,13.43,0,1.25,0,0
10dpf,1.2,9.74,2.58,0,0,0
