stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,0.58,0,0,0,0
3dpf,10.51,0.66,2.09,0,0.75
5dpf,0.73,0.37,0.52,0.29,0.31
10dpf,7.08,0,0.83,0,0
