stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.56,0,0,8.68
3dpf,0.87,0,0,0,0.81,2.54
5dpf,0.4,0,0,0.3,0.89,2.85
10dpf,0,0.91,0,0,1.44,0
