stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.34,0,0,0.8,2.26,0.81,1.61
3dpf,21.8,0,0,0.64,6.64,0,0.54
5dpf,2.52,0.29,0.66,0.58,6.22,0,4.98
10dpf,10.81,1.12,0.65,0,31.79,0,4.23
