stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,26.24
12hpf,0,0,0,0,0,0,0,1.95,1.89,0
14hpf,2.3,0,0,0,0,0,0,5.82,0,222.57
16hpf,1.67,0,6.53,0,2.17,0,0,4.36,2.39,252.4
19hpf,1.59,0,9.57,7.49,5.26,0,1.6,0,0,337.48
24hpf,7.93,0,86.93,108.44,14.89,3.64,80.96,3.85,8.89,225.39
2dpf,191.18,7.4,71.1,183.16,132.49,226.14,155.33,7.23,75.38,470.74
3dpf,190.6,26.94,15.93,56.06,18.16,309.72,11.3,0,14.77,114.32
5dpf,133.86,20.01,108.25,193.53,32.82,414.04,56.47,14.78,61.65,383.83
10dpf,230.24,22.43,101.49,73.21,18.4,188.31,21.47,0,17.8,62.03
