stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,1.62,0.92,0,0
3dpf,12.01,0,15.24,0
5dpf,1.58,2.49,5.15,0
10dpf,7.24,0,4.6,0.53
