stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,0.8,0,0,1.36,1.54,0,0.72
3dpf,3.06,0,0,0,1.39,0,0.32
5dpf,1.74,0,2.02,0,3.48,0.47,1.5
10dpf,98.04,2.3,0,0,2.65,0,0
