stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,10.39,2.06,1.34,0,8.02
5dpf,1.06,0,0.91,0,55.59
10dpf,2.59,0,0,0.74,6.15
