stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,9.98,0
12hpf,28.87,0,3.1,2.16,6.3,2.04,0,0,5.76,10.34
14hpf,11.93,0,0,0,0,0,0,0,0,2.71
16hpf,10.16,0,2.16,8.24,7.46,0,1.85,0,5.86,6.38
19hpf,9.29,0,0,1.72,1.56,0,0,0,1.61,0
24hpf,19.96,0,1.88,1.9,9.22,2.9,1.85,0.86,2.81,0
2dpf,192.39,6.36,7.45,24.11,78.78,144.42,21.87,1.62,40.48,50.58
3dpf,428.68,4.84,8.73,9.83,12.42,136.43,3.22,0,8.37,15.3
5dpf,53.69,3.44,40.63,16.85,14.96,166.48,15.8,4.53,25.54,79.11
10dpf,226.27,6.96,22.26,8.91,10.62,137.19,10.82,0,15.75,22.27
