stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
3dpf,1.11,0,0.76,0,0.54
5dpf,0,1.04,2.96,0.61,0.56
10dpf,2.01,0,1.34,0,0
