stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,10.28,0,1.61,0,0,0,0
3dpf,2.41,0,0,0.59,1.99,0,0
5dpf,13.39,0.95,2.59,0,6.07,0.3,0.53
10dpf,5.18,1.04,0,0,0.58,0,0
