stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.15,1.18,0.98,0
3dpf,21.66,0.36,0,0
5dpf,0.53,1.84,0,0
10dpf,11.68,0.46,0,0.62
