stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.58
3dpf,13.5,0,0,0.68
5dpf,39.77,0.65,2.38,0
10dpf,2.53,0,0,1.23
