stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.78,0,1.36,0.52,0,0,0
3dpf,28.79,0,0,2.85,0,0,0
5dpf,0.76,1.09,0.99,5.61,3.31,0.35,0.52
10dpf,30.09,0,0,2.37,0,0,0
