stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.53,0,0,0
3dpf,16.07,0,0.59,0
5dpf,1.72,0.43,0.92,1.37
10dpf,9.76,0,0,0
