stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
2dpf,0,1.37,0,0
3dpf,5.57,0,0,0.68
5dpf,2.45,0,0.31,2.61
10dpf,5.92,0,0,0
