stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0.53,0,0,0,0
3dpf,0.71,0,0.37,4.31,0.3,0,0.35
5dpf,0,0,0,2.78,0.55,1.1,11.87
10dpf,5.48,1.82,0,2.91,0,0,10.6
