stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1191.13,20.42,45.74,0,179.81,10.42,0,0,242.6,216.13
12hpf,1622.5,40.89,67.5,24.89,332.58,51.7,0,21.38,405.88,390.2
14hpf,600.88,0,62.86,21.8,68.45,16.6,0,5.81,83.36,91.46
16hpf,568.88,46.34,10.69,22.71,132.48,72.78,8.21,10.67,143.88,124.31
19hpf,463.1,3.5,2.41,1.81,18.5,14.74,3.59,3.31,5.34,34.89
24hpf,350.53,5.55,11.41,12.03,84.26,32.71,5.05,0.9,32.64,24.33
2dpf,459.03,10.67,26.85,38.93,204.38,300.26,39.72,2.57,82.33,120.18
3dpf,928.44,6.83,7.16,8.12,18.08,151.65,8.2,0,14.8,23.54
5dpf,106.45,5.52,24.16,29.61,28.18,206.41,14.84,7.53,42.43,102.37
10dpf,305.2,9.24,22.49,16.86,4.34,116.55,11.43,0,12.66,20.09
