stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.08,0,0,0,0,0,1.71
3dpf,1.45,0,0.57,1.03,0.5,0.71,2.28
5dpf,1.28,0.43,0.55,1.78,1.45,0,30.03
10dpf,0,1.19,1.56,3.42,1.81,0,8.08
