stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
14hpf,2.48,0,0,0,0,0,0,0
2dpf,5.02,3.32,0,2.22,5.08,0,1.35,2.97
3dpf,2.3,0,0,0.32,2.36,0,0,0
5dpf,0.37,0.46,0,3.01,2.62,1.37,0,2.59
10dpf,1.02,0,0.43,0.54,4.24,0,0,0.48
