stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6052.4,107.47,50.6,0,1402.01,81.27,0,214.65,1763.18,2311.07
12hpf,4308.09,192.8,53.59,190.78,1402.2,199.24,2.59,406.54,1448.11,1521.81
14hpf,4748.83,117.28,290.26,483.43,1175.13,589.36,83.18,178.05,1447.27,2233.83
16hpf,4338.74,230.06,329.72,438.42,1470.15,667.81,187.69,182.69,1458.62,2322.56
19hpf,5894.2,44.46,48.36,257.22,688.25,316.53,227.48,58.38,388.32,1814.13
24hpf,5343.68,100.3,249.89,433.37,1417.87,650.27,305.79,47.13,1017.25,1036.45
2dpf,3630.24,39.48,148.24,528.5,1392.11,2769.6,345.99,41.27,743.26,1218.49
3dpf,7141.22,47.36,73.08,144.96,186.22,2116.81,68.02,0.53,154.22,356.41
5dpf,880.68,81.46,208.12,449.04,203.21,2287.93,191.09,60.08,354.68,1498.64
10dpf,3438.15,115.38,247.79,295.2,140.78,1672.7,104.64,2.94,212.45,338.35
