stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,3.31
3dpf,2.61,0,0,0,0.96
5dpf,0,0,0,0.63,3.62
10dpf,3.62,1.35,0.83,0.6,9.74
