stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.49,0,0.61,1.35,0,0
3dpf,11.46,0,0,2.13,0,0.45
5dpf,1.38,1.67,0,1.22,1.08,0
10dpf,7.12,0,0.88,1.32,0,0
