stage,central_nervous_system,endoderm,intermediate_mesoderm,periderm
24hpf,0,0,0.95,0
2dpf,0.55,0,0,0
3dpf,1.2,0,0,0.65
5dpf,1.37,0,0,0
10dpf,1.35,0.43,0,0
