stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,1.84,0,0,0,0,0,6.07
3dpf,0.33,0.46,0,0.43,0,0,4.81
5dpf,2.04,2.41,0,0,0.43,0.32,26.9
10dpf,0.66,1.92,0.73,0,0,0,13.19
