stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,4.86,2.68,0.87,4.44,0,0.85,0
3dpf,1.92,0.32,0.98,6.43,0.38,0.68,0
5dpf,8.64,1.32,0,8.64,1.59,0.43,3.08
10dpf,14.39,0.4,0.61,1.92,1.53,0,0.38
