stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,33.37,0,0,0,0,0,0,8.48,0,0
12hpf,72.49,0,0,0,0,0,0,4.93,6.41,1.85
14hpf,54.02,0,0,0,0,0,0,0,8.98,2.75
16hpf,127.86,0,2.44,45.59,1.96,5.63,2.61,0,5.19,1.68
19hpf,92.99,0,0,48.08,0,0,0,0,0,2.02
24hpf,93.48,0,0,0,0.95,0.82,0.87,0,5.23,1.7
2dpf,229.45,0,2.23,27.27,6.77,12.11,4.27,0.49,2.62,7.11
3dpf,103.81,0,0,8.97,1.03,13.98,0,0,1.68,1.53
5dpf,110.37,3.81,0.82,13.64,0.57,13.84,1,2.25,0.36,1.61
10dpf,62.77,0.62,1.08,12.04,0,2.31,0.41,0,1.2,0
