stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
3dpf,0,0,0,0.75,0,0,1.4
5dpf,0.32,0,0.97,0,0.72,0.59,5.03
10dpf,0.7,3.65,0,0,0,0,19.92
