stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.72,0,0,0,28.39
3dpf,1.5,0,0.34,0.52,45.76
5dpf,4.98,0.3,0,3.79,273.56
10dpf,25.27,0,0,1.66,337.97
