stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
19hpf,0,0,0,0,0,3.95
24hpf,0,6.2,0,0,0,0
2dpf,0,1.67,1.61,0,0,20.45
3dpf,1.79,5.19,0,1.73,0.37,2.54
5dpf,0,12.02,0,1.05,0.31,3.89
10dpf,0,17.9,0,1.6,0,1.12
