stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,1.98,0.63,0.7
3dpf,2.45,0,0,2.55,0,0
5dpf,0,0.34,0.37,6.71,0,1.62
10dpf,3.09,0,0,11.85,0.95,0
