stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.13,0,0,0,2.92,17.67,0.61,7.78,0.68
3dpf,13.87,0,0,0,0.88,23.77,0,2.45,1.75
5dpf,29.57,0.3,0.63,2.01,1.79,82.55,2.48,21.41,10.57
10dpf,94.09,1.08,0,2.14,1.58,63.88,5.39,11.76,3.03
