stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,1.81,0,0,0,0,0
3dpf,4.85,0.68,0.6,2.21,0,0,0.49,0
5dpf,3.46,0,0,4.09,0.44,0.43,0.55,0.29
10dpf,2.48,1.32,0,0,0.67,0,0.44,0.67
