stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,11301.25,170.16,60.26,0,1903.71,154.82,0,184.76,3778.02,3237.86
12hpf,23595.78,600.9,93.77,714.32,5597.84,1001.11,57.13,946.39,9220.88,6376.32
14hpf,10590.21,113.92,401.22,526.43,2018.52,756.6,144.1,170.04,3066.44,2712.65
16hpf,13548.01,494.24,743.6,762.3,4067.22,1467.42,375.8,416.82,4549.21,5015.95
19hpf,13078.54,84.87,167.83,288.56,1509.03,638.87,297.26,90.79,903.54,2350.98
24hpf,14242.38,224.46,673.92,610.86,3681.63,1388.12,451.97,60.79,1999.76,2016.72
2dpf,4668.16,123.73,236.58,352.96,2259.08,2700.34,345.9,35.35,892.91,921.68
3dpf,5444.17,64.05,58.47,90.42,103.24,1180.89,59.89,0,126.7,213.89
5dpf,850.21,72.14,280.46,253.78,241.26,2206.17,161.62,79,467.43,1231.9
10dpf,1859.08,105.45,193.84,201.97,112.84,1769.37,78.02,1.03,252.64,263.51
