stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
14hpf,0,0,0,0,0,2.33
19hpf,0,0,0,0,0,1.71
2dpf,2.1,0,0,0,0,77.44
3dpf,5.96,0,0,0,0,9.8
5dpf,1.16,0,1.65,0.96,13.63,80.39
10dpf,5.68,1.49,0.47,0.79,0,14.3
