stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,289.12,0,0,0,0,0,0,0,8.28,19.96
12hpf,77.86,0,0,0,8.77,0,0,0,0,5.45
14hpf,1059.94,3.6,0,14.41,61.69,38.03,8.06,0,0,48.69
16hpf,403.18,4.2,0,1.97,43.81,10.57,2.19,3.51,17.13,25.4
19hpf,1523.77,3.8,0,7.3,29.41,8.08,17.07,0,3.52,52.77
24hpf,409.13,4.76,4.13,10.19,109.8,30.09,7.2,0,24.69,25.15
2dpf,604.08,5.97,6.54,56.9,528.25,843.63,74.32,10.13,301.66,96.6
3dpf,1025.03,7.92,4.37,37.36,199.57,2120.75,76.15,0,147.83,41.81
5dpf,275.89,14.56,12.96,84.78,141.41,1420.95,131.76,20.55,192.45,143.55
10dpf,493.16,10.43,5.87,35.93,115.11,1378.81,58.86,2.51,178.74,19.18
