stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,0,0,0.58,0
3dpf,16.32,0,1.11,0
5dpf,8.64,0.69,2.09,0.61
10dpf,13.98,0,0.97,0
