stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,2.05,0,0,0,0,0
3dpf,0.43,15.57,0,0,0,0,0
5dpf,0,80.29,2.55,0.44,1.99,0.61,14.42
10dpf,7.02,149.67,1.55,0,0.58,0,1.02
