stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,16.36
3dpf,0.35,1.3,0,0.69,4.86
5dpf,0.46,0.4,0,0,22.12
10dpf,2.01,0,2.54,0.73,11.48
