stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.08,0,0,1.5,2.25,0.84,2.2
3dpf,0,0,0,0,1.46,0.34,0
5dpf,0,0.62,0,0,1.61,0,0.89
10dpf,0.73,0,0.38,0,0.55,0,0
