stage,central_nervous_system,hematopoietic_system,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,3.37,0.87,1.61,0,0,0.64
3dpf,5,0,0.91,0,0,0
5dpf,0,0.39,0.59,0.35,0.3,0.53
10dpf,5.06,2.06,0.58,0,0,0
