stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,0,0,0,0,1.93,0,0,0
3dpf,1.17,0.58,0.45,0,2.46,0,0,0.41
5dpf,0,0,0.65,0,1.02,0.84,0.29,1.88
10dpf,0.73,0,0,0.66,0,0,0,0
