stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.51,0,0.98,1.43,3.02,0.66,3
3dpf,2.47,0,0.32,1.07,0,0,1.28
5dpf,0,0,0,1.76,0,0,20.98
10dpf,5.64,0.66,0,2.39,0,0,3.63
