stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,2.14,0,0.76,18.08,0.75,0.5,5.59,8.3
3dpf,25.26,0,0.43,7.71,0,0,0.68,1.28
5dpf,1.67,0.56,0.36,17.93,0,0.3,8.86,5.79
10dpf,11.77,0,0.87,9.79,0,0,0.4,0
