stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
14hpf,145.3,0,8.54,6.21,14.73,8.22,7.99,79.82,9.38
16hpf,32.67,5.24,5.41,13.86,16.26,16.74,4.4,44.26,10.87
3dpf,0,0,0,0,0,0.39,0,0,0.33
5dpf,0,0,0,0,1.89,2.59,0,0,0.42
10dpf,1.09,0,0,0,0,0.46,0,1.67,2.61
