stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,1.61,0,0,0,0
3dpf,0.33,0,0,0.63,0,0.37,0.41
5dpf,0,0.66,2.68,0,1.37,0,3.38
10dpf,0,1.96,2.2,0,0,0.74,0
