stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,11.59,0,0,0,0,0,0,8.93,9.33,0
12hpf,10.05,1.8,0,1.95,3.74,3.89,0,0,14.87,8.15
14hpf,8.03,0,3.18,2.38,2.24,2.37,0,0,0,6.27
16hpf,5.37,0,0,4.41,5.4,5.33,1.74,0,3.79,1.65
19hpf,4.93,0,0,0,0,0,0,0,0,0
24hpf,16.57,0,0.86,0.84,3.59,0,0,0,0,2.73
2dpf,87.83,2.45,4.78,10.14,43.2,81.72,16.44,0.49,25.67,36.59
3dpf,256.96,1.83,2.43,5.24,12.84,117.14,3.34,0,9.41,12.67
5dpf,54.4,2.42,23.14,29.16,15.33,180.75,17.67,2.76,19.51,88.19
10dpf,150.67,5.71,26.38,12.74,7.41,71.17,6.47,0,13.31,20.72
