stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0,1.22,0.86,0,0
3dpf,0,3.51,0,0.46,0.3,0
5dpf,0,5.59,11.1,3.79,0,2.37
10dpf,1.56,27.09,5.45,0,0,0
