stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
16hpf,0,0,0,0,0,2.17
2dpf,1.17,0,18.63,0.58,0.6,0
3dpf,2.22,0,8.72,0,0,0
5dpf,0.5,0.55,17.13,0,1.53,0
10dpf,0.55,0,2.47,0,0,0
