stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,neural_crest,notochord,periderm
2dpf,1.29,0.72,0.56,0,0,0,1.31
3dpf,4.62,0,0,0,0,0,0
5dpf,0,0,2.48,0.44,0,0.3,0
10dpf,5.03,0,0,0,0.81,0,0
