stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,1.65,0,0,0,0
24hpf,0.92,0,0,3.91,0,0,0,0
2dpf,4.81,0,0,5.7,0.55,0,3.23,2.31
3dpf,92.56,0,0,9.93,0,0,0,0.4
5dpf,13.36,0.75,6.18,12.44,0,0.33,0.83,3.56
10dpf,120.86,0,2.41,7.92,0,0,0,0
