stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,94.77,0,24.77,0,44.23,0,0,0,51.11,19.09
12hpf,109.51,5.72,11.65,3.97,36.21,2.09,0,7.91,49.36,36.64
14hpf,124.06,0,47.94,15.41,16.87,13.94,0,2.47,23.98,19.38
16hpf,333,7.08,18.88,15.24,86.18,35.6,9.1,7.58,109.61,68.6
19hpf,893.63,1.72,5.41,6.83,68.31,13.09,6.51,2.07,16.59,30.37
24hpf,1128.89,5.17,29.23,17.69,204.27,52.74,25.83,1.83,68.23,53.85
2dpf,1265.82,31.81,64.85,86.57,603.23,490.25,79.61,6.44,191.55,232.17
3dpf,1146.1,15.54,15.72,25.27,25.98,213.6,17.95,0,18.78,42.5
5dpf,248.69,16.85,91.95,87.96,83.64,493.6,40.46,24.35,136.44,291.51
10dpf,677.15,38.48,81.34,106.99,43.03,519.98,40.26,2.24,86.17,100.8
