stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0.85,0,0,0,0,0
2dpf,3.38,0,0,0,0,0
3dpf,143.65,0,0,1.75,0,0.49
5dpf,6.06,0,0.32,4.41,0.39,2.52
10dpf,28.67,1.04,0.4,5.34,0,0
