stage,central_nervous_system,mesenchyme,paraxial_mesoderm
24hpf,3.34,0,0
2dpf,0,0.56,0.7
3dpf,58.29,2.06,0
5dpf,0,0.55,0
10dpf,15.07,1.04,0
