stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,101.28,0,0,0,12.36,0,0,0,149.71,0
12hpf,78.99,2.76,0,2.4,2.28,0,0,0,147.93,4.99
14hpf,322.65,10.05,0,10.32,3.44,10.6,0,0,27.42,33.61
16hpf,226.52,4.21,0,1.88,5.42,5,0,0,24.61,22.95
19hpf,467.26,0,22.9,15.33,5.61,24.84,82.72,2.33,6.76,3.98
24hpf,245.36,0,137.69,205.42,27.28,15.08,101.64,2.16,43.8,44.41
2dpf,273.41,76.92,38.38,1383.03,58.48,136.82,27.48,5.44,15.18,326.34
3dpf,290.46,220.02,7.77,1216.81,8.53,162.71,27.84,0,20.88,700.16
5dpf,267.64,739.67,103.12,2338.85,56.06,616.48,148.68,15.56,87.78,2132.86
10dpf,425.83,2071.54,67.21,1844.66,18.37,649.3,160.94,0,124.86,505.79
