stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,0,0,0.84,0,0,0,0
3dpf,4.82,0,0,0,0,0,0
5dpf,0.51,0,0,0.68,1.32,0.3,0.37
10dpf,4.01,0.48,0,0,0,0,0
