stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
16hpf,0,0,2.16,0,0,0,0,0
24hpf,0,0,14.54,0,0,0,0,0
2dpf,0,0,35.17,0,0,0,0,0.99
3dpf,1.11,0.46,13.8,0,0,0.82,0,0.65
5dpf,1.01,0,153.24,0,1.15,3.31,0.29,49.14
10dpf,1.32,3.98,56.73,0.51,1.34,1.88,0,1.55
