stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,8.89,0,0,0,0
14hpf,0,0,0,0,7.4,0,0,0,0
2dpf,0,0,0,0,0,0,0,2.45,0
3dpf,0.78,0,1.12,0,0.36,6.95,0,5.97,0
5dpf,1.79,3.25,1.12,0.82,0.45,81.36,0,64.96,2.4
10dpf,11.55,4.04,3.8,2.63,35.16,1028.71,0.58,259.22,7.53
