stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,6.69,1.89,0.55,0,14.77
3dpf,0,0,0,0,1.56
5dpf,1.93,0,0,0.71,16.87
10dpf,0,0,0,0,9.65
