stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
16hpf,0,0,0,0,0,0,1.74
24hpf,0,0,0,0,0,0,0.9
2dpf,6.63,0,0.5,0.66,0.67,0,0
3dpf,22.27,0,0,0.75,0,0,0
5dpf,0.7,0,0,1.15,0,0.33,1.67
10dpf,2.13,0.67,0,0,0,0,0.88
