stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.51,0.7
3dpf,0.31,0,0.62,0,0
5dpf,0,1.77,0,0,1.07
10dpf,0,0,0.69,0,0
