stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm
12hpf,0,0,0,0,0,0,0,46.69
14hpf,0,0,0,0,0,0,0,96.78
16hpf,0,0,0,9.19,0,0,1.8,463.04
19hpf,0,0,0,25.34,0,0,0,17.03
24hpf,0,0,0,2.51,0,0,0,161.65
2dpf,9.17,0,1.42,0.75,3.5,1.96,0,9.76
3dpf,2.41,0.59,0,0,1.19,0,0,3.72
5dpf,0,0,0,0,0,0,0,6.01
10dpf,0,0,0,0,0,0,0,3.26
