stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,6.93,0,0,1.68,0,2.33
3dpf,20.15,0.6,0,0,0,0
5dpf,0.47,0,0.73,0,0.44,0
10dpf,10.58,0,0,0.48,0,0
